feature1,feature2,feature3,feature4,feature5,feature6,Longitude,Latitude,LongitudeFake,LatitudeLis,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance,Speed,RSRP,RSRQ,feature7,feature8,target
10,20,30,40,50,1,-8.501373,51.893359,-9.152339,38.736946,-8.491719,51.893905,665.24,0,-102,-12,0,0,1
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-102,-12,0,0,1
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-102,-13,1,0,2
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-100,-12,2,1,3
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-99,-13,3,2,4
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-100,-13,4,3,5
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-97,-12,5,4,3
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-98,-12,3,5,4
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-96,-13,4,3,3
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-100,-14,3,4,4
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-107,-15,4,3,6
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-104,-13,6,4,3
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-105,-14,3,6,7
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-107,-13,7,3,7
11,20,31,41,51,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-106,-12,7,7,7
12,20,32,42,52,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-112,-14,0,0,8
12,20,32,42,52,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-110,-15,8,0,9
12,20,32,42,52,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-110,-14,9,8,8
12,20,32,42,52,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-111,-14,8,9,8
12,20,32,42,52,1,-8.501291,51.893462,-9.152257,38.737049,-8.491719,51.893905,658.68,1,-109,-13,8,8,10
12,20,32,42,52,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-109,-13,10,8,10
12,20,32,42,52,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-115,-15,10,10,8
13,20,33,43,53,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-111,-15,0,0,11
13,20,33,43,53,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-116,-17,11,0,12
13,20,33,43,53,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-114,-15,12,11,13
13,20,33,43,53,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-113,-13,13,12,13
13,20,33,43,53,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-113,-15,13,13,11
13,20,33,43,53,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-119,-17,11,13,12
14,20,34,44,54,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-103,-11,0,0,14
14,20,34,44,54,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-108,-13,14,0,3
15,20,35,45,55,1,-8.502645,51.893069,-9.153611,38.736656,-8.491719,51.893905,755.5,16,-128,-19,0,0,15
15,20,35,45,55,1,-8.502645,51.893069,-9.153611,38.736656,-,-,-,16,-120,-22,15,0,1
15,20,35,45,55,1,-8.502645,51.893069,-9.153611,38.736656,-8.508651,51.902421,1118.57,16,-117,-18,1,15,15
15,20,35,45,55,1,-8.502645,51.893069,-9.153611,38.736656,-8.508651,51.902421,1118.57,16,-120,-19,15,1,1
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-120,-19,1,15,16
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-119,-19,16,1,15
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-,-,-,14,-121,-19,15,16,1
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-119,-18,1,15,15
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-119,-17,15,1,15
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-118,-17,15,15,17
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-120,-17,17,15,17
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-118,-18,17,17,17
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-120,-18,17,17,2
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-114,-17,2,17,1
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-106,-15,1,2,2
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.508651,51.902421,1123.44,14,-117,-18,2,1,1
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.499975,51.888465,549.74,14,-119,-21,1,2,1
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.499975,51.888465,549.74,14,-119,-19,1,1,15
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.499975,51.888465,549.74,14,-113,-17,15,1,1
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.499975,51.888465,549.74,14,-114,-18,1,15,2
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.499975,51.888465,549.74,14,-116,-19,2,1,2
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.499975,51.888465,549.74,14,-113,-18,2,2,1
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.499975,51.888465,549.74,14,-116,-17,1,2,2
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.499975,51.888465,549.74,14,-110,-16,2,1,1
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.499975,51.888465,549.74,14,-114,-19,1,2,1
15,20,35,45,55,1,-8.504032,51.892728,-9.154998,38.736315,-8.499975,51.888465,549.74,14,-107,-16,1,1,15
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-107,-16,15,1,1
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-112,-19,1,15,15
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-109,-17,15,1,18
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-111,-18,18,15,19
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-112,-18,19,18,20
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-113,-18,20,19,1
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-109,-18,1,20,15
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-112,-17,15,1,20
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-111,-17,20,15,21
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-115,-19,21,20,17
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.499975,51.888465,589.65,13,-114,-19,17,21,15
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-114,-17,15,17,21
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-113,-16,21,15,20
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-111,-17,20,21,20
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-115,-18,20,20,15
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-114,-18,15,20,15
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-112,-17,15,15,21
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-113,-18,21,15,1
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-113,-17,1,21,15
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-112,-18,15,1,20
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-109,-17,20,15,21
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-113,-19,21,20,21
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-111,-19,21,21,22
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-112,-16,22,21,23
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-107,-16,23,22,2
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-106,-15,2,23,1
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-106,-16,1,2,1
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-105,-16,1,1,2
15,20,35,45,55,1,-8.505477,51.892538,-9.156443,38.736125,-8.508651,51.902421,1120.31,13,-104,-15,2,1,18
15,20,35,45,55,1,-8.506217,51.89173,-9.157183,38.735317,-8.508651,51.902421,1200.46,13,-104,-15,18,2,21
15,20,35,45,55,1,-8.506217,51.89173,-9.157183,38.735317,-8.508651,51.902421,1200.46,13,-102,-15,21,18,24
15,20,35,45,55,1,-8.506217,51.89173,-9.157183,38.735317,-8.508651,51.902421,1200.46,13,-101,-15,24,21,23
15,20,35,45,55,1,-8.506217,51.89173,-9.157183,38.735317,-8.508651,51.902421,1200.46,13,-100,-15,23,24,1
15,20,35,45,55,1,-8.506217,51.89173,-9.157183,38.735317,-8.508651,51.902421,1200.46,13,-100,-16,1,23,2
15,20,35,45,55,1,-8.506545,51.89083,-9.157511,38.734417,-8.508651,51.902421,1296.94,27,-100,-15,2,1,25
15,20,35,45,55,1,-8.506545,51.89083,-9.157511,38.734417,-8.508651,51.902421,1296.94,27,-98,-15,25,2,7
15,20,35,45,55,1,-8.506545,51.89083,-9.157511,38.734417,-8.508651,51.902421,1296.94,27,-104,-16,7,25,15
15,20,35,45,55,1,-8.506545,51.89083,-9.157511,38.734417,-8.508651,51.902421,1296.94,27,-106,-16,15,7,26
15,20,35,45,55,1,-8.506545,51.89083,-9.157511,38.734417,-8.508651,51.902421,1296.94,27,-108,-18,26,15,27
15,20,35,45,55,1,-8.506545,51.89083,-9.157511,38.734417,-8.508651,51.902421,1296.94,27,-110,-19,27,26,27
15,20,35,45,55,1,-8.506545,51.89083,-9.157511,38.734417,-8.508651,51.902421,1296.94,27,-112,-19,27,27,28
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.508651,51.902421,1400.92,30,-112,-19,28,27,29
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.510672,51.885559,551.14,30,-106,-16,29,28,28
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.510672,51.885559,551.14,30,-102,-15,28,29,29
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.510672,51.885559,551.14,30,-97,-15,29,28,30
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.510672,51.885559,551.14,30,-98,-15,30,29,31
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.510672,51.885559,551.14,30,-95,-15,31,30,15
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.510672,51.885559,551.14,30,-94,-14,15,31,1
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.510672,51.885559,551.14,30,-96,-13,1,15,32
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.510672,51.885559,551.14,30,-99,-15,32,1,15
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.504391,51.891686,257.34,30,-104,-17,15,32,1
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.508026,51.885559,488.39,30,-92,-10,1,15,18
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.508026,51.885559,488.39,30,-80,-11,18,1,25
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.508026,51.885559,488.39,30,-86,-10,25,18,2
15,20,35,45,55,1,-8.506732,51.889878,-9.157698,38.733465,-8.508026,51.885559,488.39,30,-90,-9,2,25,21
15,20,35,45,55,1,-8.506945,51.888985,-9.157911,38.732572,-8.508026,51.885559,388.11,20,-90,-9,21,2,24
15,20,35,45,55,1,-8.506945,51.888985,-9.157911,38.732572,-8.508026,51.885559,388.11,20,-86,-9,24,21,21
15,20,35,45,55,1,-8.506945,51.888985,-9.157911,38.732572,-8.508026,51.885559,388.11,20,-90,-8,21,24,33
15,20,35,45,55,1,-8.506945,51.888985,-9.157911,38.732572,-8.508026,51.885559,388.11,20,-92,-8,33,21,21
15,20,35,45,55,1,-8.506945,51.888985,-9.157911,38.732572,-8.508026,51.885559,388.11,20,-100,-13,21,33,20
15,20,35,45,55,1,-8.508403,51.888904,-9.159369,38.732491,-8.508026,51.885559,372.85,38,-100,-13,20,21,34
15,20,35,45,55,1,-8.508403,51.888904,-9.159369,38.732491,-8.508026,51.885559,372.85,38,-99,-12,34,20,2
15,20,35,45,55,1,-8.508403,51.888904,-9.159369,38.732491,-8.508026,51.885559,372.85,38,-96,-8,2,34,27
15,20,35,45,55,1,-8.508403,51.888904,-9.159369,38.732491,-8.508026,51.885559,372.85,38,-92,-7,27,2,28
15,20,35,45,55,1,-8.508403,51.888904,-9.159369,38.732491,-8.508026,51.885559,372.85,38,-96,-7,28,27,18
15,20,35,45,55,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-96,-7,18,28,31
15,20,35,45,55,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-101,-8,31,18,15
15,20,35,45,55,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-100,-9,15,31,15
15,20,35,45,55,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-104,-8,15,15,31
15,20,35,45,55,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-103,-8,31,15,31
15,20,35,45,55,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-98,-9,31,31,35
16,20,36,46,56,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-99,-10,0,0,36
16,20,36,46,56,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-100,-8,36,0,36
16,20,36,46,56,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-103,-11,36,36,36
16,20,36,46,56,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-102,-9,36,36,16
16,20,36,46,56,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-102,-11,16,36,26
16,20,36,46,56,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-103,-10,26,16,37
16,20,36,46,56,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-98,-8,37,26,38
16,20,36,46,56,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-94,-7,38,37,39
16,20,36,46,56,1,-8.509938,51.88881,-9.160904,38.732397,-8.508026,51.885559,384.57,41,-100,-10,39,38,38
16,20,36,46,56,1,-8.511436,51.888744,-9.162402,38.732331,-8.508026,51.885559,424.5,20,-100,-10,38,39,36
16,20,36,46,56,1,-8.511436,51.888744,-9.162402,38.732331,-8.508026,51.885559,424.5,20,-105,-14,36,38,38
16,20,36,46,56,1,-8.511436,51.888744,-9.162402,38.732331,-8.508026,51.885559,424.5,20,-104,-8,38,36,37
16,20,36,46,56,1,-8.511436,51.888744,-9.162402,38.732331,-8.508026,51.885559,424.5,20,-106,-13,37,38,39
16,20,36,46,56,1,-8.511436,51.888744,-9.162402,38.732331,-8.508026,51.885559,424.5,20,-104,-12,39,37,38
16,20,36,46,56,1,-8.511436,51.888744,-9.162402,38.732331,-8.508026,51.885559,424.5,20,-107,-10,38,39,38
16,20,36,46,56,1,-8.511436,51.888744,-9.162402,38.732331,-8.342694,51.870042,11768.11,20,-99,-7,38,38,39
16,20,36,46,56,1,-8.512957,51.888741,-9.163923,38.732328,-8.342694,51.870042,11870.83,40,-99,-7,39,38,37
16,20,36,46,56,1,-8.512957,51.888741,-9.163923,38.732328,-8.342694,51.870042,11870.83,40,-92,-7,37,39,38
16,20,36,46,56,1,-8.512957,51.888741,-9.163923,38.732328,-8.342694,51.870042,11870.83,40,-88,-7,38,37,40
16,20,36,46,56,1,-8.512957,51.888741,-9.163923,38.732328,-8.342694,51.870042,11870.83,40,-90,-11,40,38,16
16,20,36,46,56,1,-8.512957,51.888741,-9.163923,38.732328,-8.381898,51.903991,9151.33,40,-91,-10,16,40,15
16,20,36,46,56,1,-8.512957,51.888741,-9.163923,38.732328,-8.381898,51.903991,9151.33,40,-94,-10,15,16,20
16,20,36,46,56,1,-8.512957,51.888741,-9.163923,38.732328,-8.381898,51.903991,9151.33,40,-87,-12,20,15,37
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-87,-12,37,20,36
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-90,-10,36,37,37
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-89,-10,37,36,11
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-88,-10,11,37,36
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-89,-8,36,11,41
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-86,-10,41,36,26
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-83,-9,26,41,26
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-72,-9,26,26,3
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-74,-6,3,26,42
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-66,-8,42,3,7
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-63,-7,7,42,4
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-65,-6,4,7,43
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-63,-4,43,4,20
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-67,-7,20,43,44
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-70,-5,44,20,41
16,20,36,46,56,1,-8.514398,51.888514,-9.165364,38.732101,-8.381898,51.903991,9253.19,15,-71,-6,41,44,3
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-71,-6,3,41,7
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-80,-4,7,3,4
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-78,-6,4,7,3
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-80,-6,3,4,3
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-81,-7,3,3,26
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-82,-5,26,3,26
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-78,-5,26,26,36
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-79,-7,36,26,26
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-77,-5,26,36,45
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-76,-5,45,26,3
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-75,-5,3,45,3
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-78,-7,3,3,3
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-77,-4,3,3,32
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-77,-6,32,3,13
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-79,-5,13,32,46
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-79,-4,46,13,40
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-87,-6,40,46,16
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-94,-7,16,40,47
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-97,-8,47,16,3
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-102,-10,3,47,48
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-103,-10,48,3,37
16,20,36,46,56,1,-8.515842,51.888346,-9.166808,38.731933,-8.381898,51.903991,9354.04,18,-105,-9,37,48,34
16,20,36,46,56,1,-8.517276,51.888564,-9.168242,38.732151,-8.381898,51.903991,9446.28,35,-105,-9,34,37,35
16,20,36,46,56,1,-8.517276,51.888564,-9.168242,38.732151,-8.381898,51.903991,9446.28,35,-114,-14,35,34,4
16,20,36,46,56,1,-8.517276,51.888564,-9.168242,38.732151,-8.381898,51.903991,9446.28,35,-119,-16,4,35,3
16,20,36,46,56,1,-8.517276,51.888564,-9.168242,38.732151,-,-,-,35,-106,-16,3,4,3
16,20,36,46,56,1,-8.517276,51.888564,-9.168242,38.732151,-8.516217,51.897574,1004.5,35,-102,-16,3,3,41
16,20,36,46,56,1,-8.518774,51.888898,-9.16974,38.732485,-8.516217,51.897574,980.55,41,-102,-16,41,3,49
16,20,36,46,56,1,-8.518774,51.888898,-9.16974,38.732485,-8.516217,51.897574,980.55,41,-105,-16,49,41,50
16,20,36,46,56,1,-8.518774,51.888898,-9.16974,38.732485,-8.519837,51.896727,873.6,41,-106,-13,50,49,7
17,20,37,47,57,1,-8.518774,51.888898,-9.16974,38.732485,-8.519837,51.896727,873.6,41,-114,-16,0,0,12
17,20,37,47,57,1,-8.518774,51.888898,-9.16974,38.732485,-8.519837,51.896727,873.6,41,-110,-13,12,0,11
18,20,38,48,58,1,-8.518774,51.888898,-9.16974,38.732485,-8.519837,51.896727,873.6,41,-111,-15,0,0,51
18,20,38,48,58,1,-8.518774,51.888898,-9.16974,38.732485,-8.519837,51.896727,873.6,41,-108,-13,51,0,52
18,20,38,48,58,1,-8.518774,51.888898,-9.16974,38.732485,-8.519837,51.896727,873.6,41,-107,-14,52,51,52
18,20,38,48,58,1,-8.518774,51.888898,-9.16974,38.732485,-8.519837,51.896727,873.6,41,-113,-13,52,52,53
18,20,38,48,58,1,-8.518774,51.888898,-9.16974,38.732485,-,-,-,41,-113,-19,53,52,54
18,20,38,48,58,1,-8.518774,51.888898,-9.16974,38.732485,-,-,-,41,-117,-21,54,53,55
18,20,38,48,58,1,-8.520246,51.888984,-9.171212,38.732571,-,-,-,17,-117,-21,55,54,37
18,20,38,48,58,1,-8.520246,51.888984,-9.171212,38.732571,-8.516217,51.897574,994.37,17,-112,-16,37,55,52
18,20,38,48,58,1,-8.520246,51.888984,-9.171212,38.732571,-8.519076,51.89156,297.48,17,-110,-15,52,37,51
18,20,38,48,58,1,-8.520246,51.888984,-9.171212,38.732571,-8.519076,51.89156,297.48,17,-111,-17,51,52,56
18,20,38,48,58,1,-8.520246,51.888984,-9.171212,38.732571,-8.519076,51.89156,297.48,17,-111,-16,56,51,21
18,20,38,48,58,1,-8.521762,51.889027,-9.172728,38.732614,-8.519076,51.89156,336.61,41,-111,-16,21,56,47
19,20,39,49,59,1,-8.521762,51.889027,-9.172728,38.732614,-8.519076,51.89156,336.61,41,-110,-16,0,0,57
19,20,39,49,59,1,-8.521762,51.889027,-9.172728,38.732614,-8.519076,51.89156,336.61,41,-107,-16,57,0,58
110,20,310,410,510,1,-8.521762,51.889027,-9.172728,38.732614,-8.519076,51.89156,336.61,41,-105,-15,0,0,16
110,20,310,410,510,1,-8.523261,51.889039,-9.174227,38.732626,-8.519076,51.89156,401.33,49,-105,-15,16,0,16
110,20,310,410,510,1,-8.523261,51.889039,-9.174227,38.732626,-8.519076,51.89156,401.33,49,-103,-14,16,16,16
110,20,310,410,510,1,-8.523261,51.889039,-9.174227,38.732626,-8.519076,51.89156,401.33,49,-108,-15,16,16,40
110,20,310,410,510,1,-8.523261,51.889039,-9.174227,38.732626,-8.519076,51.89156,401.33,49,-111,-16,40,16,16
110,20,310,410,510,1,-8.523261,51.889039,-9.174227,38.732626,-8.519076,51.89156,401.33,49,-107,-16,16,40,16
110,20,310,410,510,1,-8.524818,51.888938,-9.175784,38.732525,-8.519076,51.89156,490.18,38,-107,-16,16,16,40
