feature1,feature2,feature3,feature4,feature5,feature6,agent1,agent2,target
1134,20,3229,4902,5184,60,41,42,41
1134,20,3229,4902,5184,60,41,41,36
1271,20,3601,4903,5415,60,0,0,7
1271,20,3601,4903,5415,60,7,0,4
1271,20,3601,4903,5415,60,4,7,112
1271,20,3601,4903,5415,60,112,4,86
1271,20,3601,4903,5415,60,86,112,11
1271,20,3601,4903,5415,60,11,86,41
1271,20,3601,4903,5415,60,41,11,41
1271,20,3601,4903,5415,60,41,41,89
1271,20,3601,4903,5415,60,89,41,13
1271,20,3601,4903,5415,60,13,89,89
1271,20,3601,4903,5415,60,89,13,89
1271,20,3601,4903,5415,60,89,89,112
1271,20,3601,4903,5415,60,112,89,11
1271,20,3601,4903,5415,60,11,112,89
1271,20,3601,4903,5415,60,89,11,118
1271,20,3601,4903,5415,60,118,89,13
1271,20,3601,4903,5415,60,13,118,123
1271,20,3601,4903,5415,60,123,13,50
1271,20,3601,4903,5415,60,50,123,119
1271,20,3601,4903,5415,60,119,50,111
1271,20,3601,4903,5415,60,111,119,163
1271,20,3601,4903,5415,60,163,111,161
1271,20,3601,4903,5415,60,161,163,140
1271,20,3601,4903,5415,60,140,161,111
113,20,3602,4904,5196,60,0,0,78
113,20,3602,4904,5196,60,78,0,137
113,20,3602,4904,5196,60,137,78,78
113,20,3602,4904,5196,60,78,137,78
113,20,3602,4904,5196,60,78,78,78
113,20,3602,4904,5196,60,78,78,90
113,20,3602,4904,5196,60,90,78,82
113,20,3602,4904,5196,60,82,90,71
113,20,3602,4904,5196,60,71,82,71
113,20,3602,4904,5196,60,71,71,139
113,20,3602,4904,5196,60,139,71,90
113,20,3602,4904,5196,60,90,139,37
113,20,3602,4904,5196,60,37,90,48
113,20,3602,4904,5196,60,48,37,71
113,20,3602,4904,5196,60,71,48,37
113,20,3602,4904,5196,60,37,71,37
113,20,3602,4904,5196,60,37,37,90
113,20,3602,4904,5196,60,90,37,71
113,20,3602,4904,5196,60,71,90,34
113,20,3602,4904,5196,60,34,71,71
113,20,3602,4904,5196,60,71,34,70
113,20,3603,4905,5417,60,0,0,71
113,20,3603,4905,5417,60,71,0,71
113,20,3603,4905,5417,60,71,71,54
113,20,3603,4905,5417,60,54,71,154
113,20,3603,4905,5417,60,154,54,71
113,20,3603,4905,5417,60,71,154,90
113,20,3324,4906,5418,60,0,0,51
113,20,3324,4906,5418,60,51,0,132
113,20,3324,4906,5418,60,132,51,71
113,20,3324,4906,5418,60,71,132,155
113,20,3324,4906,5418,60,155,71,71
113,20,3324,4906,5418,60,71,155,71
113,20,3324,4906,5418,60,71,71,34
113,20,3324,4906,5418,60,34,71,52
113,20,3324,4906,5418,60,52,34,71
113,20,3324,4906,5418,60,71,52,71
113,20,3324,4906,5418,60,71,71,132
113,20,3324,4906,5418,60,132,71,71
113,20,3324,4906,5418,60,71,132,90
113,20,3324,4906,5418,60,90,71,71
113,20,3324,4906,5418,60,71,90,90
113,20,3324,4906,5418,60,90,71,71
113,20,3324,4906,5418,60,71,90,78
1272,20,3604,4907,5419,60,0,0,5
113,20,3605,4908,5190,60,0,0,71
113,20,3605,4908,5190,60,71,0,81
113,20,3605,4908,5190,60,81,71,132
17,20,3606,4909,5217,60,0,0,112
17,20,3606,4909,5217,60,112,0,40
145,28,360,461,555,60,0,0,115
145,28,360,461,555,60,115,0,89
1196,20,3607,4910,5420,60,0,0,3
195,263,3212,4911,512,60,0,0,41
1156,20,3608,4912,5421,60,0,0,3
1156,20,3608,4912,5421,60,3,0,58
1156,20,3608,4912,5421,60,58,3,57
1156,20,3608,4912,5421,60,57,58,150
1156,20,3608,4912,5421,60,150,57,79
1156,20,3608,4912,5421,60,79,150,58
1156,20,3608,4912,5421,60,58,79,58
1156,20,3608,4912,5421,60,58,58,135
1156,20,3608,4912,5421,60,135,58,80
1156,20,3608,4912,5421,60,80,135,58
1156,20,3608,4912,5421,60,58,80,57
1156,20,3608,4912,5421,60,57,58,150
1156,20,3608,4912,5421,60,150,57,57
1156,20,3608,4912,5421,60,57,150,135
1156,20,3608,4912,5421,60,135,57,57
1156,20,3608,4912,5421,60,57,135,79
1156,20,3608,4912,5421,60,79,57,58
1156,20,3608,4912,5421,60,58,79,58
1156,20,3608,4912,5421,60,58,58,81
1156,20,3608,4912,5421,60,81,58,143
1156,20,3608,4912,5421,60,143,81,58
1156,20,3608,4912,5421,60,58,143,75
1156,20,3608,4912,5421,60,75,58,81
1156,20,3608,4912,5421,60,81,75,75
1156,20,3608,4912,5421,60,75,81,132
1156,20,3608,4912,5421,60,132,75,132
1156,20,3608,4912,5421,60,132,132,143
1156,20,3608,4912,5421,60,143,132,75
1156,20,3608,4912,5421,60,75,143,58
1156,20,3608,4912,5421,60,58,75,74
1156,20,3608,4912,5421,60,74,58,132
1156,20,3608,4912,5421,60,132,74,131
1156,20,3608,4912,5421,60,131,132,132
1156,20,3608,4912,5421,60,132,131,132
1156,20,3608,4912,5421,60,132,132,143
1156,20,3608,4912,5421,60,143,132,58
1156,20,3608,4912,5421,60,58,143,156
1156,20,3608,4912,5421,60,156,58,167
1156,20,3608,4912,5421,60,167,156,152
1156,20,3608,4912,5421,60,152,167,58
1156,20,3608,4912,5421,60,58,152,152
1156,20,3608,4912,5421,60,152,58,138
1156,20,3608,4912,5421,60,138,152,58
1156,20,3608,4912,5421,60,58,138,156
1156,20,3608,4912,5421,60,156,58,58
1156,20,3608,4912,5421,60,58,156,171
1156,20,3608,4912,5421,60,171,58,58
1156,20,3608,4912,5421,60,58,171,156
1156,20,3608,4912,5421,60,156,58,58
1156,20,3608,4912,5421,60,58,156,171
1156,20,3608,4912,5421,60,171,58,58
1156,20,3608,4912,5421,60,58,171,58
1156,20,3608,4912,5421,60,58,58,143
1156,20,3608,4912,5421,60,143,58,37
1156,20,3608,4912,5421,60,37,143,38
1156,20,3608,4912,5421,60,38,37,48
1156,20,3608,4912,5421,60,48,38,38
1156,20,3608,4912,5421,60,38,48,37
1156,20,3608,4912,5421,60,37,38,37
1156,20,3608,4912,5421,60,37,37,38
1156,20,3608,4912,5421,60,38,37,143
1156,20,3608,4912,5421,60,143,38,37
1156,20,3608,4912,5421,60,37,143,38
1156,20,3608,4912,5421,60,38,37,37
1156,20,3608,4912,5421,60,37,38,58
1156,20,3608,4912,5421,60,58,37,79
1156,20,3608,4912,5421,60,79,58,71
1156,20,3608,4912,5421,60,71,79,58
1156,20,3608,4912,5421,60,58,71,156
1156,20,3608,4912,5421,60,156,58,58
1156,20,3608,4912,5421,60,58,156,37
1156,20,3608,4912,5421,60,37,58,37
1156,20,3608,4912,5421,60,37,37,37
1156,20,3608,4912,5421,60,37,37,37
1156,20,3608,4912,5421,60,37,37,58
1156,20,3608,4912,5421,60,58,37,58
1156,20,3608,4912,5421,60,58,58,58
1156,20,3608,4912,5421,60,58,58,79
1156,20,3608,4912,5421,60,79,58,58
1156,20,3608,4912,5421,60,58,79,58
1156,20,3608,4912,5421,60,58,58,80
1156,20,3608,4912,5421,60,80,58,58
1156,20,3608,4912,5421,60,58,80,58
1156,20,3608,4912,5421,60,58,58,79
1156,20,3608,4912,5421,60,79,58,58
1156,20,3608,4912,5421,60,58,79,57
1156,20,3608,4912,5421,60,57,58,135
1156,20,3608,4912,5421,60,135,57,58
1156,20,3608,4912,5421,60,58,135,57
1156,20,3608,4912,5421,60,57,58,58
1156,20,3608,4912,5421,60,58,57,78
1156,20,3608,4912,5421,60,78,58,58
1156,20,3608,4912,5421,60,58,78,58
1156,20,3608,4912,5421,60,58,58,58
1156,20,3608,4912,5421,60,58,58,79
1156,20,3608,4912,5421,60,79,58,3
1156,20,3608,4912,5421,60,3,79,58
1139,20,3416,4913,578,60,0,0,16
1139,20,3416,4913,578,60,16,0,47
1139,20,3416,4913,578,60,47,16,3
1139,20,3416,4913,578,60,3,47,3
1139,20,3416,4913,578,60,3,3,64
1139,20,3416,4913,578,60,64,3,3
1139,20,3416,4913,578,60,3,64,45
1139,20,3416,4913,578,60,45,3,3
1139,20,3416,4913,578,60,3,45,45
1139,20,3416,4913,578,60,45,3,3
1139,20,3416,4913,578,60,3,45,3
1139,20,3416,4913,578,60,3,3,59
1139,20,3416,4913,578,60,59,3,45
1139,20,3416,4913,578,60,45,59,3
1139,20,3416,4913,578,60,3,45,59
1139,20,3416,4913,578,60,59,3,3
1139,20,3416,4913,578,60,3,59,3
1139,20,3416,4913,578,60,3,3,7
1139,20,3416,4913,578,60,7,3,35
1139,20,3416,4913,578,60,35,7,42
1139,20,3416,4913,578,60,42,35,94
1139,20,3416,4913,578,60,94,42,104
1139,20,3416,4913,578,60,104,94,3
1139,20,3416,4913,578,60,3,104,3
1139,20,3416,4913,578,60,3,3,45
1139,20,3416,4913,578,60,45,3,3
1273,20,3609,4914,5422,60,0,0,7
1273,20,3609,4914,5422,60,7,0,7
1273,20,3609,4914,5422,60,7,7,93
1273,20,3609,4914,5422,60,93,7,44
1273,20,3609,4914,5422,60,44,93,4
1273,20,3609,4914,5422,60,4,44,89
1273,20,3609,4914,5422,60,89,4,13
1273,20,3609,4914,5422,60,13,89,89
1273,20,3609,4914,5422,60,89,13,112
1273,20,3609,4914,5422,60,112,89,3
1273,20,3609,4914,5422,60,3,112,18
1273,20,3609,4914,5422,60,18,3,18
1273,20,3609,4914,5422,60,18,18,61
1273,20,3609,4914,5422,60,61,18,130
1273,20,3609,4914,5422,60,130,61,128
1273,20,3609,4914,5422,60,128,130,128
1273,20,3609,4914,5422,60,128,128,133
1273,20,3609,4914,5422,60,133,128,105
1273,20,3609,4914,5422,60,105,133,105
1273,20,3609,4914,5422,60,105,105,52
1273,20,3609,4914,5422,60,52,105,41
1273,20,3609,4914,5422,60,41,52,18
1273,20,3609,4914,5422,60,18,41,7
1273,20,3609,4914,5422,60,7,18,34
1273,20,3609,4914,5422,60,34,7,7
1273,20,3609,4914,5422,60,7,34,51
1273,20,3609,4914,5422,60,51,7,52
1273,20,3609,4914,5422,60,52,51,78
1273,20,3609,4914,5422,60,78,52,52
1273,20,3609,4914,5422,60,52,78,52
1273,20,3609,4914,5422,60,52,52,52
1273,20,3609,4914,5422,60,52,52,136
1273,20,3609,4914,5422,60,136,52,42
1273,20,3609,4914,5422,60,42,136,160
1273,20,3609,4914,5422,60,160,42,164
1273,20,3609,4914,5422,60,164,160,106
1273,20,3609,4914,5422,60,106,164,42
168,20,3509,4915,5193,60,0,0,41
168,20,3509,4915,5193,60,41,0,26
168,20,3509,4915,5193,60,26,41,7
1273,264,3609,4916,512,60,0,0,16
1273,264,3609,4916,512,60,16,0,16
1273,264,3609,4916,512,60,16,16,16
1273,264,3609,4916,512,60,16,16,37
1273,264,3609,4916,512,60,37,16,42
1273,264,3609,4916,512,60,42,37,66
1273,264,3609,4916,512,60,66,42,66
1273,264,3609,4916,512,60,66,66,110
1273,264,3609,4916,512,60,110,66,107
1273,264,3609,4916,512,60,107,110,66
1273,264,3609,4916,512,60,66,107,130
1273,264,3609,4916,512,60,130,66,30
1273,264,3609,4916,512,60,30,130,110
1273,20,3609,4917,5422,60,0,0,16
1273,20,3609,4917,5422,60,16,0,41
1273,20,3609,4917,5422,60,41,16,25
1273,20,3609,4917,5422,60,25,41,2
1273,20,3609,4917,5422,60,2,25,15
1273,20,3609,4917,5422,60,15,2,31
1273,20,3609,4917,5422,60,31,15,31
113,20,3518,4918,5380,60,0,0,71
113,20,3518,4918,5380,60,71,0,71
113,20,3518,4918,5380,60,71,71,78
113,20,3518,4918,5380,60,78,71,78
1175,20,3610,4919,5423,60,0,0,21
1114,20,3183,4920,5424,60,0,0,36
1114,20,3183,4920,5424,60,36,0,26
1114,20,3183,4920,5424,60,26,36,41
1114,20,3183,4920,5424,60,41,26,5
1114,20,3183,4920,5424,60,5,41,41
1114,20,3183,4920,5424,60,41,5,41
1114,20,3183,4920,5424,60,41,41,3
1114,20,3183,4920,5424,60,3,41,26
1114,20,3183,4920,5424,60,26,3,16
1114,20,3183,4920,5424,60,16,26,5
1114,20,3183,4920,5424,60,5,16,147
1114,20,3183,4920,5424,60,147,5,95
1114,20,3183,4920,5424,60,95,147,126
1114,20,3183,4920,5424,60,126,95,26
1114,20,3183,4920,5424,60,26,126,95
1114,20,3183,4920,5424,60,95,26,126
1114,20,3183,4920,5424,60,126,95,7
1114,20,3183,4920,5424,60,7,126,50
1114,20,3183,4920,5424,60,50,7,124
1114,20,3183,4920,5424,60,124,50,43
1114,20,3183,4920,5424,60,43,124,18
1114,20,3183,4920,5424,60,18,43,15
1114,20,3183,4920,5424,60,15,18,41
1114,20,3183,4920,5424,60,41,15,41
1114,20,3183,4920,5424,60,41,41,159
1274,20,3611,4921,5208,60,0,0,36
1274,20,3611,4921,5208,60,36,0,3
1274,20,3611,4921,5208,60,3,36,36
1274,20,3611,4921,5208,60,36,3,3
1274,20,3611,4921,5208,60,3,36,36
1274,20,3611,4921,5208,60,36,3,42
1274,20,3611,4921,5208,60,42,36,3
1274,20,3611,4921,5208,60,3,42,59
1274,20,3611,4921,5208,60,59,3,7
129,20,3612,4922,5425,60,0,0,15
129,20,3612,4922,5425,60,15,0,16
129,20,3612,4922,5425,60,16,15,40
129,20,3612,4922,5425,60,40,16,16
129,20,3612,4922,5425,60,16,40,40
129,20,3612,4922,5425,60,40,16,40
129,20,3612,4922,5425,60,40,40,40
129,20,3612,4922,5425,60,40,40,16
129,20,3612,4922,5425,60,16,40,40
129,20,3612,4922,5425,60,40,16,16
129,20,3612,4922,5425,60,16,40,3
129,20,3612,4922,5425,60,3,16,41
129,20,3612,4922,5425,60,41,3,3
129,20,3612,4922,5425,60,3,41,16
129,20,3612,4922,5425,60,16,3,37
129,20,3612,4922,5425,60,37,16,41
129,20,3612,4922,5425,60,41,37,16
129,20,3612,4922,5425,60,16,41,40
129,20,3612,4922,5425,60,40,16,29
129,20,3612,4922,5425,60,29,40,27
129,20,3612,4922,5425,60,27,29,27
129,20,3612,4922,5425,60,27,27,31
129,20,3612,4922,5425,60,31,27,27
129,20,3612,4922,5425,60,27,31,52
129,20,3612,4922,5425,60,52,27,131
129,20,3612,4922,5425,60,131,52,92
129,20,3612,4922,5425,60,92,131,148
129,20,3612,4922,5425,60,148,92,13
129,20,3612,4922,5425,60,13,148,89
129,20,3612,4922,5425,60,89,13,13
129,20,3612,4922,5425,60,13,89,11
129,20,3612,4922,5425,60,11,13,144
129,20,3612,4922,5425,60,144,11,13
129,20,3612,4922,5425,60,13,144,89
129,20,3612,4922,5425,60,89,13,112
129,20,3612,4922,5425,60,112,89,89
129,20,3612,4922,5425,60,89,112,112
129,20,3612,4922,5425,60,112,89,13
19,20,3613,4923,5426,60,0,0,89
19,20,3613,4923,5426,60,89,0,59
133,20,342,4924,539,60,0,0,17
133,20,342,4924,539,60,17,0,17
133,20,342,4924,539,60,17,17,17
133,20,342,4924,539,60,17,17,17
133,20,342,4924,539,60,17,17,17
133,20,342,4924,539,60,17,17,17
133,20,342,4924,539,60,17,17,17
133,20,342,4924,539,60,17,17,168
133,20,342,4924,539,60,168,17,108
133,20,342,4924,539,60,108,168,17
133,20,342,4924,539,60,17,108,17
111,20,3208,4925,576,60,0,0,37
111,20,3208,4925,576,60,37,0,48
111,20,3208,4925,576,60,48,37,39
111,20,3208,4925,576,60,39,48,37
111,20,3208,4925,576,60,37,39,26
111,20,3208,4925,576,60,26,37,37
111,20,3208,4925,576,60,37,26,6
111,20,3208,4925,576,60,6,37,44
111,20,3208,4925,576,60,44,6,7
111,20,3208,4925,576,60,7,44,39
111,20,3208,4925,576,60,39,7,37
111,20,3208,4925,576,60,37,39,39
111,20,3208,4925,576,60,39,37,38
111,20,3208,4925,576,60,38,39,37
111,20,3208,4925,576,60,37,38,38
111,20,3208,4925,576,60,38,37,39
111,20,3208,4925,576,60,39,38,37
111,20,3208,4925,576,60,37,39,32
111,20,3208,4925,576,60,32,37,36
111,20,3208,4925,576,60,36,32,36
111,20,3208,4925,576,60,36,36,130
111,20,3208,4925,576,60,130,36,32
111,20,3208,4925,576,60,32,130,52
111,20,3208,4925,576,60,52,32,37
111,20,3208,4925,576,60,37,52,37
111,20,3208,4925,576,60,37,37,48
111,20,3208,4925,576,60,48,37,48
111,20,3208,4925,576,60,48,48,48
111,20,3208,4925,576,60,48,48,37
111,20,3208,4925,576,60,37,48,39
111,20,3208,4925,576,60,39,37,38
130,20,3614,4926,5427,60,0,0,3
1275,20,3615,4927,5155,60,0,0,36
1275,20,3615,4927,5155,60,36,0,35
1275,20,3615,4927,5155,60,35,36,3
1275,20,3615,4927,5155,60,3,35,47
1275,20,3615,4927,5155,60,47,3,102
1275,20,3615,4927,5155,60,102,47,61
1275,20,3615,4927,5155,60,61,102,61
1275,20,3615,4927,5155,60,61,61,41
1275,20,3615,4927,5155,60,41,61,41
1275,20,3615,4927,5155,60,41,41,26
1275,20,3615,4927,5155,60,26,41,89
1275,20,3615,4927,5155,60,89,26,37
1275,20,3615,4927,5155,60,37,89,59
1275,20,3615,4927,5155,60,59,37,42
1275,20,3615,4927,5155,60,42,59,47
1275,20,3615,4927,5155,60,47,42,42
1275,20,3615,4927,5155,60,42,47,3
1275,20,3615,4927,5155,60,3,42,7
1275,20,3615,4927,5155,60,7,3,41
1275,20,3615,4927,5155,60,41,7,61
1275,20,3615,4927,5155,60,61,41,5
1275,20,3615,4927,5155,60,5,61,26
1275,20,3615,4927,5155,60,26,5,36
1275,20,3615,4927,5155,60,36,26,3
1275,20,3615,4927,5155,60,3,36,35
1275,20,3615,4927,5155,60,35,3,7
1275,20,3615,4927,5155,60,7,35,47
1275,20,3615,4927,5155,60,47,7,42
1275,20,3615,4927,5155,60,42,47,89
1275,20,3615,4927,5155,60,89,42,104
1275,20,3615,4927,5155,60,104,89,112
1275,20,3615,4927,5155,60,112,104,49
1275,20,3615,4927,5155,60,49,112,123
1275,20,3615,4927,5155,60,123,49,14
1275,20,3615,4927,5155,60,14,123,11
1275,20,3615,4927,5155,60,11,14,113
1275,20,3615,4927,5155,60,113,11,50
1275,20,3615,4927,5155,60,50,113,13
1275,20,3615,4927,5155,60,13,50,115
1275,20,3615,4927,5155,60,115,13,122
1275,20,3615,4927,5155,60,122,115,114
1275,20,3615,4927,5155,60,114,122,50
1275,20,3615,4927,5155,60,50,114,119
1275,20,3615,4927,5155,60,119,50,163
1275,20,3615,4927,5155,60,163,119,161
1275,20,3615,4927,5155,60,161,163,120
1275,20,3615,4927,5155,60,120,161,140
1275,20,3615,4927,5155,60,140,120,7
1275,20,3615,4927,5155,60,7,140,59
1275,20,3615,4927,5155,60,59,7,5
1275,20,3615,4927,5155,60,5,59,37
1275,20,3615,4927,5155,60,37,5,3
1275,20,3615,4927,5155,60,3,37,36
1275,20,3615,4927,5155,60,36,3,42
1275,20,3615,4927,5155,60,42,36,3
1275,20,3615,4927,5155,60,3,42,3
1275,20,3615,4927,5155,60,3,3,41
1275,20,3615,4927,5155,60,41,3,35
1275,20,3615,4927,5155,60,35,41,35
1275,20,3615,4927,5155,60,35,35,3
1275,20,3615,4927,5155,60,3,35,5
1275,20,3615,4927,5155,60,5,3,59
1275,20,3615,4927,5155,60,59,5,35
1275,20,3615,4927,5155,60,35,59,7
1275,20,3615,4927,5155,60,7,35,3
1275,20,3615,4927,5155,60,3,7,16
1275,20,3615,4927,5155,60,16,3,26
1275,20,3615,4927,5155,60,26,16,41
1275,20,3615,4927,5155,60,41,26,13
1275,20,3615,4927,5155,60,13,41,3
1275,20,3615,4927,5155,60,3,13,50
1275,20,3615,4927,5155,60,50,3,7
1275,20,3615,4927,5155,60,7,50,7
1275,20,3615,4927,5155,60,7,7,44
1275,20,3615,4927,5155,60,44,7,43
1275,20,3615,4927,5155,60,43,44,93
1275,20,3615,4927,5155,60,93,43,6
1275,20,3615,4927,5155,60,6,93,7
1275,20,3615,4927,5155,60,7,6,44
1275,20,3615,4927,5155,60,44,7,93
1275,20,3615,4927,5155,60,93,44,47
1275,20,3615,4927,5155,60,47,93,93
1275,20,3615,4927,5155,60,93,47,44
1275,20,3615,4927,5155,60,44,93,44
1275,20,3615,4927,5155,60,44,44,93
1275,20,3615,4927,5155,60,93,44,3
1275,20,3615,4927,5155,60,3,93,50
1275,20,3615,4927,5155,60,50,3,124
1275,20,3615,4927,5155,60,124,50,50
1275,20,3615,4927,5155,60,50,124,124
1275,20,3615,4927,5155,60,124,50,124
1275,20,3615,4927,5155,60,124,124,47
1275,20,3615,4927,5155,60,47,124,64
1275,20,3615,4927,5155,60,64,47,104
1275,20,3615,4927,5155,60,104,64,3
1275,20,3615,4927,5155,60,3,104,45
1275,20,3615,4927,5155,60,45,3,42
1275,20,3615,4927,5155,60,42,45,59
1275,20,3615,4927,5155,60,59,42,41
1275,20,3615,4927,5155,60,41,59,124
1275,20,3615,4927,5155,60,124,41,13
1275,20,3615,4927,5155,60,13,124,39
1275,20,3615,4927,5155,60,39,13,37
1275,20,3615,4927,5155,60,37,39,37
1275,20,3615,4927,5155,60,37,37,61
1275,20,3615,4927,5155,60,61,37,41
1275,20,3615,4927,5155,60,41,61,93
1275,20,3615,4927,5155,60,93,41,7
1275,20,3615,4927,5155,60,7,93,7
1275,20,3615,4927,5155,60,7,7,7
1275,20,3615,4927,5155,60,7,7,43
1275,20,3615,4927,5155,60,43,7,7
1275,20,3615,4927,5155,60,7,43,44
1275,20,3615,4927,5155,60,44,7,6
1275,20,3615,4927,5155,60,6,44,35
1275,20,3615,4927,5155,60,35,6,1
1275,20,3615,4927,5155,60,1,35,35
1275,20,3615,4927,5155,60,35,1,31
1275,20,3615,4927,5155,60,31,35,7
1275,20,3615,4927,5155,60,7,31,4
1275,20,3615,4927,5155,60,4,7,7
1275,20,3615,4927,5155,60,7,4,124
1275,20,3615,4927,5155,60,124,7,15
1275,20,3615,4927,5155,60,15,124,6
1275,20,3615,4927,5155,60,6,15,4
1275,20,3615,4927,5155,60,4,6,7
1275,20,3615,4927,5155,60,7,4,7
1275,20,3615,4927,5155,60,7,7,7
1275,20,3615,4927,5155,60,7,7,6
1275,20,3615,4927,5155,60,6,7,31
1275,20,3615,4927,5155,60,31,6,26
1275,20,3615,4927,5155,60,26,31,35
1275,20,3615,4927,5155,60,35,26,3
1275,20,3615,4927,5155,60,3,35,3
1275,20,3615,4927,5155,60,3,3,41
1275,20,3615,4927,5155,60,41,3,133
1275,20,3615,4927,5155,60,133,41,26
1275,20,3615,4927,5155,60,26,133,15
1275,20,3615,4927,5155,60,15,26,7
1275,20,3615,4927,5155,60,7,15,43
1275,20,3615,4927,5155,60,43,7,7
1275,20,3615,4927,5155,60,7,43,6
1275,20,3615,4927,5155,60,6,7,107
1275,20,3615,4927,5155,60,107,6,31
1275,20,3615,4927,5155,60,31,107,15
1275,20,3615,4927,5155,60,15,31,41
1275,20,3615,4927,5155,60,41,15,7
1275,20,3615,4927,5155,60,7,41,6
1275,20,3615,4927,5155,60,6,7,31
1275,20,3615,4927,5155,60,31,6,41
1275,20,3615,4927,5155,60,41,31,15
1275,20,3615,4927,5155,60,15,41,107
1275,20,3615,4927,5155,60,107,15,7
1275,20,3615,4927,5155,60,7,107,6
1173,20,3616,4928,5428,60,0,0,7
1173,20,3616,4928,5428,60,7,0,3
1173,20,3616,4928,5428,60,3,7,115
1276,20,3617,4929,5429,60,0,0,21
123,20,352,4930,548,60,0,0,21
123,20,352,4930,548,60,21,0,61
123,20,352,4930,548,60,61,21,27
123,20,352,4930,548,60,27,61,27
123,20,352,4930,548,60,27,27,61
123,20,352,4930,548,60,61,27,27
123,20,352,4930,548,60,27,61,5
123,20,352,4930,548,60,5,27,27
1261,20,3618,4931,5430,60,0,0,25
1261,20,3618,4931,5430,60,25,0,48
1261,20,3618,4931,5430,60,48,25,37
1261,20,3618,4931,5430,60,37,48,37
1261,20,3618,4931,5430,60,37,37,48
1261,20,3618,4931,5430,60,48,37,37
1261,20,3618,4931,5430,60,37,48,37
1261,20,3618,4931,5430,60,37,37,28
1261,20,3618,4931,5430,60,28,37,66
1261,20,3618,4931,5430,60,66,28,65
1261,20,3618,4931,5430,60,65,66,31
1261,20,3618,4931,5430,60,31,65,66
1261,20,3618,4931,5430,60,66,31,28
1261,20,3618,4931,5430,60,28,66,37
1261,20,3618,4931,5430,60,37,28,15
1261,20,3618,4931,5430,60,15,37,28
1261,20,3618,4931,5430,60,28,15,18
113,20,3227,4932,5182,60,0,0,78
113,20,3227,4932,5182,60,78,0,71
113,20,3227,4932,5182,60,71,78,71
113,20,3227,4932,5182,60,71,71,90
113,20,3227,4932,5182,60,90,71,71
113,20,3227,4932,5182,60,71,90,78
113,20,3227,4932,5182,60,78,71,78
113,20,3227,4932,5182,60,78,78,58
113,20,3227,4932,5182,60,58,78,71
113,20,3227,4932,5182,60,71,58,132
113,20,3227,4932,5182,60,132,71,17
1150,20,3619,4933,5273,60,0,0,16
1150,20,3619,4933,5273,60,16,0,2
1150,20,3619,4933,5273,60,2,16,88
1150,20,3619,4933,5273,60,88,2,146
1150,20,3619,4933,5273,60,146,88,161
1150,20,3619,4933,5273,60,161,146,174
1150,20,3619,4933,5273,60,174,161,174
1150,20,3619,4933,5273,60,174,174,174
1150,20,3619,4933,5273,60,174,174,163
1150,20,3619,4933,5273,60,163,174,163
1150,20,3619,4933,5273,60,163,163,5
1150,20,3619,4933,5273,60,5,163,5
1150,20,3619,4933,5273,60,5,5,95
1150,20,3619,4933,5273,60,95,5,95
1150,20,3619,4933,5273,60,95,95,41
1150,20,3619,4933,5273,60,41,95,41
1150,20,3619,4933,5273,60,41,41,41
1150,20,3619,4933,5273,60,41,41,147
1150,20,3619,4933,5273,60,147,41,147
1150,20,3619,4933,5273,60,147,147,95
1150,20,3619,4933,5273,60,95,147,96
1150,20,3619,4933,5273,60,96,95,95
1150,20,3619,4933,5273,60,95,96,96
1150,20,3619,4933,5273,60,96,95,95
1150,20,3619,4933,5273,60,95,96,95
1150,20,3619,4933,5273,60,95,95,95
1150,20,3619,4933,5273,60,95,95,96
1150,20,3619,4933,5273,60,96,95,96
1150,20,3619,4933,5273,60,96,96,95
1150,20,3619,4933,5273,60,95,96,96
123,20,3262,4934,5214,60,0,0,16
123,20,3262,4934,5214,60,16,0,18
123,20,3262,4934,5214,60,18,16,103
123,20,3262,4934,5214,60,103,18,18
123,20,3262,4934,5214,60,18,103,18
123,20,3262,4934,5214,60,18,18,27
123,20,3262,4934,5214,60,27,18,27
123,20,3262,4934,5214,60,27,27,32
123,20,3262,4934,5214,60,32,27,141
123,20,3262,4934,5214,60,141,32,41
123,20,3262,4934,5214,60,41,141,3
123,20,3262,4934,5214,60,3,41,35
123,20,3262,4934,5214,60,35,3,61
123,20,3262,4934,5214,60,61,35,47
123,20,3262,4934,5214,60,47,61,58
123,20,3262,4934,5214,60,58,47,80
123,20,3262,4934,5214,60,80,58,58
123,20,3262,4934,5214,60,58,80,132
123,20,3262,4934,5214,60,132,58,71
123,20,3262,4934,5214,60,71,132,2
123,20,3262,4934,5214,60,2,71,1
123,20,3262,4934,5214,60,1,2,26
123,20,3262,4934,5214,60,26,1,65
123,20,3262,4934,5214,60,65,26,8
123,20,3262,4934,5214,60,8,65,112
123,20,3262,4934,5214,60,112,8,8
123,20,3262,4934,5214,60,8,112,13
123,20,3262,4934,5214,60,13,8,2
123,20,3262,4934,5214,60,2,13,2
123,20,3262,4934,5214,60,2,2,1
123,20,3262,4934,5214,60,1,2,1
123,20,3262,4934,5214,60,1,1,2
123,20,3262,4934,5214,60,2,1,1
123,20,3262,4934,5214,60,1,2,2
113,20,3324,4935,5418,60,0,0,71
113,20,3324,4935,5418,60,71,0,90
120,20,323,4936,521,60,0,0,61
120,20,323,4936,521,60,61,0,61
120,20,323,4936,521,60,61,61,16
120,20,323,4936,521,60,16,61,47
