feature1,feature2,feature3,feature4,feature5,feature6,agent1,agent2,target
1106,20,3171,4188,5138,60,133,26,26
1107,223,3172,412,512,60,0,0,3
1107,223,3172,412,512,60,3,0,21
1102,20,3173,4189,5139,60,0,0,113
1102,20,3173,4189,5139,60,113,0,118
1102,20,3173,4189,5139,60,118,113,113
1102,20,3173,4189,5139,60,113,118,118
1108,20,3174,4190,5140,60,0,0,21
1109,20,3175,4191,5141,60,0,0,21
1109,20,3175,4191,5141,60,21,0,21
1110,20,3176,4192,5142,60,0,0,161
1110,20,3176,4192,5142,60,161,0,146
1110,20,3176,4192,5142,60,146,161,113
1110,20,3176,4192,5142,60,113,146,118
1110,20,3176,4192,5142,60,118,113,113
1110,20,3176,4192,5142,60,113,118,118
1110,20,3176,4192,5142,60,118,113,118
1110,20,3176,4192,5142,60,118,118,113
1111,20,3177,4193,5143,60,0,0,7
1111,20,3177,4193,5143,60,7,0,43
145,28,360,461,555,60,0,0,7
1112,224,3178,4194,512,60,0,0,44
1112,224,3178,4194,512,60,44,0,93
1100,20,3179,4195,5144,60,0,0,21
1113,20,3180,4196,5145,60,0,0,41
1113,20,3180,4196,5145,60,41,0,41
1113,20,3180,4196,5145,60,41,41,41
1113,20,3180,4196,5145,60,41,41,41
1113,20,3180,4196,5145,60,41,41,36
149,20,3181,4197,5146,60,0,0,93
149,20,3181,4197,5146,60,93,0,44
149,20,3181,4197,5146,60,44,93,7
149,20,3181,4197,5146,60,7,44,3
149,20,3181,4197,5146,60,3,7,3
149,20,3181,4197,5146,60,3,3,7
149,20,3181,4197,5146,60,7,3,3
149,20,3181,4197,5146,60,3,7,16
149,20,3181,4197,5146,60,16,3,40
149,20,3181,4197,5146,60,40,16,3
149,20,3181,4197,5146,60,3,40,64
149,20,3181,4197,5146,60,64,3,3
149,20,3181,4197,5146,60,3,64,59
149,20,3181,4197,5146,60,59,3,7
19,20,3182,4198,5147,60,0,0,3
19,20,3182,4198,5147,60,3,0,58
19,20,3182,4198,5147,60,58,3,80
19,20,3182,4198,5147,60,80,58,52
19,20,3182,4198,5147,60,52,80,135
19,20,3182,4198,5147,60,135,52,57
19,20,3182,4198,5147,60,57,135,58
19,20,3182,4198,5147,60,58,57,78
19,20,3182,4198,5147,60,78,58,18
19,20,3182,4198,5147,60,18,78,137
123,20,336,4199,5148,60,0,0,5
123,20,336,4199,5148,60,5,0,41
123,20,336,4199,5148,60,41,5,122
123,20,336,4199,5148,60,122,41,16
123,20,336,4199,5148,60,16,122,34
123,20,336,4199,5148,60,34,16,37
123,20,336,4199,5148,60,37,34,66
123,20,336,4199,5148,60,66,37,54
123,20,336,4199,5148,60,54,66,153
123,20,336,4199,5148,60,153,54,54
123,20,336,4199,5148,60,54,153,162
123,20,336,4199,5148,60,162,54,27
123,20,336,4199,5148,60,27,162,89
123,20,336,4199,5148,60,89,27,107
145,28,360,461,555,60,0,0,3
111,20,311,4200,511,60,0,0,16
111,20,311,4200,511,60,16,0,16
111,20,311,4200,511,60,16,16,40
111,20,311,4200,511,60,40,16,40
111,20,311,4200,511,60,40,40,40
111,20,311,4200,511,60,40,40,16
111,20,311,4200,511,60,16,40,113
111,20,311,4200,511,60,113,16,16
111,20,311,4200,511,60,16,113,1
111,20,311,4200,511,60,1,16,25
111,20,311,4200,511,60,25,1,25
111,20,311,4200,511,60,25,25,5
111,20,311,4200,511,60,5,25,48
111,20,311,4200,511,60,48,5,37
111,20,311,4200,511,60,37,48,16
111,20,311,4200,511,60,16,37,16
111,20,311,4200,511,60,16,16,16
111,20,311,4200,511,60,16,16,16
111,20,311,4200,511,60,16,16,40
111,20,311,4200,511,60,40,16,16
111,20,311,4200,511,60,16,40,16
111,20,311,4200,511,60,16,16,40
111,20,311,4200,511,60,40,16,60
111,20,311,4200,511,60,60,40,61
111,20,311,4200,511,60,61,60,61
111,20,311,4200,511,60,61,61,37
111,20,311,4200,511,60,37,61,48
111,20,311,4200,511,60,48,37,37
111,20,311,4200,511,60,37,48,5
111,20,311,4200,511,60,5,37,102
111,20,311,4200,511,60,102,5,102
111,20,311,4200,511,60,102,102,15
111,20,311,4200,511,60,15,102,1
111,20,311,4200,511,60,1,15,25
111,20,311,4200,511,60,25,1,20
111,20,311,4200,511,60,20,25,21
111,20,311,4200,511,60,21,20,56
111,20,311,4200,511,60,56,21,37
111,20,311,4200,511,60,37,56,3
111,20,311,4200,511,60,3,37,15
111,20,311,4200,511,60,15,3,1
111,20,311,4200,511,60,1,15,15
111,20,311,4200,511,60,15,1,2
111,20,311,4200,511,60,2,15,2
111,20,311,4200,511,60,2,2,1
111,20,311,4200,511,60,1,2,2
111,20,311,4200,511,60,2,1,1
111,20,311,4200,511,60,1,2,2
111,20,311,4200,511,60,2,1,2
111,20,311,4200,511,60,2,2,1
111,20,311,4200,511,60,1,2,5
111,20,311,4200,511,60,5,1,26
111,20,311,4200,511,60,26,5,5
111,20,311,4200,511,60,5,26,45
111,20,311,4200,511,60,45,5,3
111,20,311,4200,511,60,3,45,41
111,20,311,4200,511,60,41,3,3
111,20,311,4200,511,60,3,41,37
111,20,311,4200,511,60,37,3,41
111,20,311,4200,511,60,41,37,48
111,20,311,4200,511,60,48,41,37
111,20,311,4200,511,60,37,48,48
111,20,311,4200,511,60,48,37,37
111,20,311,4200,511,60,37,48,38
111,20,311,4200,511,60,38,37,39
111,20,311,4200,511,60,39,38,36
111,20,311,4200,511,60,36,39,38
111,20,311,4200,511,60,38,36,39
111,20,311,4200,511,60,39,38,113
111,20,311,4200,511,60,113,39,123
111,20,311,4200,511,60,123,113,118
111,20,311,4200,511,60,118,123,113
111,20,311,4200,511,60,113,118,163
111,20,311,4200,511,60,163,113,120
111,20,311,4200,511,60,120,163,140
111,20,311,4200,511,60,140,120,119
111,20,311,4200,511,60,119,140,9
111,20,311,4200,511,60,9,119,104
111,20,311,4200,511,60,104,9,104
111,20,311,4200,511,60,104,104,5
111,20,311,4200,511,60,5,104,30
111,20,311,4200,511,60,30,5,3
111,20,311,4200,511,60,3,30,27
111,20,311,4200,511,60,27,3,30
111,20,311,4200,511,60,30,27,92
111,20,311,4200,511,60,92,30,16
111,20,311,4200,511,60,16,92,30
111,20,311,4200,511,60,30,16,41
111,20,311,4200,511,60,41,30,35
111,20,311,4200,511,60,35,41,61
111,20,311,4200,511,60,61,35,5
111,20,311,4200,511,60,5,61,22
111,20,311,4200,511,60,22,5,5
111,20,311,4200,511,60,5,22,128
111,20,311,4200,511,60,128,5,54
111,20,311,4200,511,60,54,128,128
111,20,311,4200,511,60,128,54,3
111,20,311,4200,511,60,3,128,3
111,20,311,4200,511,60,3,3,59
111,20,311,4200,511,60,59,3,3
111,20,311,4200,511,60,3,59,59
111,20,311,4200,511,60,59,3,164
111,20,311,4200,511,60,164,59,3
111,20,311,4200,511,60,3,164,92
111,20,311,4200,511,60,92,3,18
111,20,311,4200,511,60,18,92,18
111,20,311,4200,511,60,18,18,92
111,20,311,4200,511,60,92,18,18
111,20,311,4200,511,60,18,92,92
111,20,311,4200,511,60,92,18,66
111,20,311,4200,511,60,66,92,18
111,20,311,4200,511,60,18,66,19
111,20,311,4200,511,60,19,18,18
111,20,311,4200,511,60,18,19,19
111,20,311,4200,511,60,19,18,18
111,20,311,4200,511,60,18,19,125
111,20,311,4200,511,60,125,18,18
111,20,311,4200,511,60,18,125,18
111,20,311,4200,511,60,18,18,92
111,20,311,4200,511,60,92,18,81
111,20,311,4200,511,60,81,92,92
111,20,311,4200,511,60,92,81,92
111,20,311,4200,511,60,92,92,25
111,20,311,4200,511,60,25,92,145
111,20,311,4200,511,60,145,25,145
111,20,311,4200,511,60,145,145,92
111,20,311,4200,511,60,92,145,18
111,20,311,4200,511,60,18,92,92
111,20,311,4200,511,60,92,18,18
111,20,311,4200,511,60,18,92,18
111,20,311,4200,511,60,18,18,92
111,20,311,4200,511,60,92,18,18
111,20,311,4200,511,60,18,92,92
111,20,311,4200,511,60,92,18,92
111,20,311,4200,511,60,92,92,128
111,20,311,4200,511,60,128,92,130
111,20,311,4200,511,60,130,128,129
111,20,311,4200,511,60,129,130,59
111,20,311,4200,511,60,59,129,59
111,20,311,4200,511,60,59,59,42
111,20,311,4200,511,60,42,59,106
111,20,311,4200,511,60,106,42,32
111,20,311,4200,511,60,32,106,3
111,20,311,4200,511,60,3,32,89
111,20,311,4200,511,60,89,3,13
111,20,311,4200,511,60,13,89,34
111,20,311,4200,511,60,34,13,34
111,20,311,4200,511,60,34,34,34
111,20,311,4200,511,60,34,34,61
111,20,311,4200,511,60,61,34,61
111,20,311,4200,511,60,61,61,62
111,20,311,4200,511,60,62,61,61
111,20,311,4200,511,60,61,62,61
111,20,311,4200,511,60,61,61,60
111,20,311,4200,511,60,60,61,61
111,20,311,4200,511,60,61,60,32
111,20,311,4200,511,60,32,61,61
111,20,311,4200,511,60,61,32,47
111,20,311,4200,511,60,47,61,102
111,20,311,4200,511,60,102,47,5
111,20,311,4200,511,60,5,102,61
111,20,311,4200,511,60,61,5,47
111,20,311,4200,511,60,47,61,61
111,20,311,4200,511,60,61,47,62
111,20,311,4200,511,60,62,61,1
111,20,311,4200,511,60,1,62,105
111,20,311,4200,511,60,105,1,66
111,20,311,4200,511,60,66,105,50
111,20,311,4200,511,60,50,66,13
111,20,311,4200,511,60,13,50,124
111,20,311,4200,511,60,124,13,41
111,20,311,4200,511,60,41,124,50
111,20,311,4200,511,60,50,41,50
111,20,311,4200,511,60,50,50,78
111,20,311,4200,511,60,78,50,18
111,20,311,4200,511,60,18,78,103
111,20,311,4200,511,60,103,18,18
111,20,311,4200,511,60,18,103,18
111,20,311,4200,511,60,18,18,145
111,20,311,4200,511,60,145,18,18
111,20,311,4200,511,60,18,145,125
111,20,311,4200,511,60,125,18,118
111,20,311,4200,511,60,118,125,103
111,20,311,4200,511,60,103,118,18
111,20,311,4200,511,60,18,103,58
111,20,311,4200,511,60,58,18,42
111,20,311,4200,511,60,42,58,94
111,20,311,4200,511,60,94,42,2
111,20,311,4200,511,60,2,94,71
111,20,311,4200,511,60,71,2,25
111,20,311,4200,511,60,25,71,37
111,20,311,4200,511,60,37,25,48
111,20,311,4200,511,60,48,37,66
111,20,311,4200,511,60,66,48,71
111,20,311,4200,511,60,71,66,37
111,20,311,4200,511,60,37,71,37
111,20,311,4200,511,60,37,37,66
111,20,311,4200,511,60,66,37,17
111,20,311,4200,511,60,17,66,108
111,20,311,4200,511,60,108,17,25
1114,20,3183,4201,5149,60,0,0,21
1114,20,3183,4201,5149,60,21,0,21
1114,20,3183,4201,5149,60,21,21,20
1114,20,3183,4201,5149,60,20,21,41
1114,20,3183,4201,5149,60,41,20,26
1114,20,3183,4201,5149,60,26,41,95
1114,20,3183,4201,5149,60,95,26,11
1115,20,3184,4202,5150,60,0,0,26
1115,20,3184,4202,5150,60,26,0,64
1115,20,3184,4202,5150,60,64,26,26
1115,20,3184,4202,5150,60,26,64,64
1115,20,3184,4202,5150,60,64,26,89
1116,20,3185,4203,530,60,0,0,7
1116,20,3185,4203,530,60,7,0,4
1116,20,3185,4203,530,60,4,7,7
1116,20,3185,4203,530,60,7,4,6
143,20,384,4204,574,60,0,0,17
143,20,384,4204,574,60,17,0,17
143,20,384,4204,574,60,17,17,17
143,20,384,4204,574,60,17,17,17
143,20,384,4204,574,60,17,17,17
143,20,384,4204,574,60,17,17,17
143,20,384,4204,574,60,17,17,17
143,20,384,4204,574,60,17,17,17
143,20,384,4204,574,60,17,17,17
143,20,384,4204,574,60,17,17,108
13,20,314,4205,514,60,0,0,89
13,20,314,4205,514,60,89,0,13
13,20,314,4205,514,60,13,89,35
13,20,314,4205,514,60,35,13,86
13,20,314,4205,514,60,86,35,144
13,20,314,4205,514,60,144,86,41
13,20,314,4205,514,60,41,144,50
13,20,314,4205,514,60,50,41,124
13,20,314,4205,514,60,124,50,13
13,20,314,4205,514,60,13,124,13
13,20,314,4205,514,60,13,13,13
147,20,3100,4206,584,60,0,0,16
147,20,3100,4206,584,60,16,0,16
147,20,3100,4206,584,60,16,16,16
147,20,3100,4206,584,60,16,16,65
147,20,3100,4206,584,60,65,16,107
147,20,3100,4206,584,60,107,65,58
147,20,3100,4206,584,60,58,107,58
125,20,3139,4207,5151,60,0,0,21
193,20,3186,4208,5152,60,0,0,19
193,20,3186,4208,5152,60,19,0,18
193,20,3186,4208,5152,60,18,19,41
193,20,3186,4208,5152,60,41,18,18
193,20,3186,4208,5152,60,18,41,18
193,20,3186,4208,5152,60,18,18,125
1117,20,3187,4209,5153,60,0,0,1
10,20,30,4210,50,60,0,0,108
10,20,30,4210,50,60,108,0,17
10,20,30,4210,50,60,17,108,5
10,20,30,4210,50,60,5,17,71
10,20,30,4210,50,60,71,5,2
10,20,30,4210,50,60,2,71,2
10,20,30,4210,50,60,2,2,71
10,20,30,4210,50,60,71,2,90
10,20,30,4210,50,60,90,71,71
10,20,30,4210,50,60,71,90,37
163,20,385,412,512,60,0,0,21
163,20,385,412,512,60,0,0,34
163,20,385,412,512,60,34,0,34
15,20,3188,4211,519,60,0,0,2
15,20,3188,4211,519,60,2,0,1
15,20,3188,4211,519,60,1,2,15
15,20,3188,4211,519,60,15,1,1
15,20,3188,4211,519,60,1,15,2
15,20,3188,4211,519,60,2,1,24
15,20,3188,4211,519,60,24,2,108
15,20,3188,4211,519,60,108,24,21
15,20,3188,4211,519,60,21,108,25
15,20,3188,4211,519,60,25,21,17
15,20,3188,4211,519,60,17,25,40
15,20,3188,4211,519,60,40,17,16
15,20,3188,4211,519,60,16,40,37
15,20,3188,4211,519,60,37,16,15
15,20,3188,4211,519,60,15,37,5
15,20,3188,4211,519,60,5,15,48
15,20,3188,4211,519,60,48,5,37
15,20,3188,4211,519,60,37,48,95
15,20,3188,4211,519,60,95,37,126
15,20,3188,4211,519,60,126,95,71
15,20,3188,4211,519,60,71,126,72
15,20,3188,4211,519,60,72,71,71
15,20,3188,4211,519,60,71,72,71
15,20,3188,4211,519,60,71,71,71
15,20,3188,4211,519,60,71,71,51
15,20,3188,4211,519,60,51,71,99
15,20,3188,4211,519,60,99,51,71
15,20,3188,4211,519,60,71,99,90
15,20,3188,4211,519,60,90,71,78
15,20,3188,4211,519,60,78,90,78
15,20,3188,4211,519,60,78,78,132
15,20,3188,4211,519,60,132,78,81
15,20,3188,4211,519,60,81,132,80
15,20,3188,4211,519,60,80,81,58
15,20,3188,4211,519,60,58,80,54
15,20,3188,4211,519,60,54,58,153
15,20,3188,4211,519,60,153,54,80
15,20,3188,4211,519,60,80,153,54
15,20,3188,4211,519,60,54,80,141
15,20,3188,4211,519,60,141,54,74
15,20,3188,4211,519,60,74,141,71
15,20,3188,4211,519,60,71,74,141
15,20,3188,4211,519,60,141,71,71
15,20,3188,4211,519,60,71,141,141
15,20,3188,4211,519,60,141,71,141
15,20,3188,4211,519,60,141,141,81
15,20,3188,4211,519,60,81,141,132
15,20,3188,4211,519,60,132,81,71
15,20,3188,4211,519,60,71,132,71
15,20,3188,4211,519,60,71,71,74
15,20,3188,4211,519,60,74,71,135
15,20,3188,4211,519,60,135,74,57
15,20,3188,4211,519,60,57,135,58
15,20,3188,4211,519,60,58,57,78
15,20,3188,4211,519,60,78,58,58
15,20,3188,4211,519,60,58,78,57
178,20,3189,4212,5154,60,0,0,5
178,20,3189,4212,5154,60,5,0,5
178,20,3189,4212,5154,60,5,5,165
178,20,3189,4212,5154,60,165,5,112
178,20,3189,4212,5154,60,112,165,18
178,20,3189,4212,5154,60,18,112,166
178,20,3189,4212,5154,60,166,18,167
178,20,3189,4212,5154,60,167,166,78
178,20,3189,4212,5154,60,78,167,58
145,28,360,461,555,60,0,0,2
153,20,3190,4213,5119,60,0,0,45
153,20,3190,4213,5119,60,45,0,3
153,20,3190,4213,5119,60,3,45,61
153,20,3190,4213,5119,60,61,3,5
153,20,3190,4213,5119,60,5,61,26
153,20,3190,4213,5119,60,26,5,5
153,20,3190,4213,5119,60,5,26,35
153,20,3190,4213,5119,60,35,5,35
1118,20,3191,4214,5155,60,0,0,3
1118,20,3191,4214,5155,60,3,0,47
1118,20,3191,4214,5155,60,47,3,102
1118,20,3191,4214,5155,60,102,47,47
1118,20,3191,4214,5155,60,47,102,47
1118,20,3191,4214,5155,60,47,47,59
1118,20,3191,4214,5155,60,59,47,64
1118,20,3191,4214,5155,60,64,59,7
1118,20,3191,4214,5155,60,7,64,3
1118,20,3191,4214,5155,60,3,7,7
1118,20,3191,4214,5155,60,7,3,64
1118,20,3191,4214,5155,60,64,7,3
1118,20,3191,4214,5155,60,3,64,102
1118,20,3191,4214,5155,60,102,3,47
1118,20,3191,4214,5155,60,47,102,102
1118,20,3191,4214,5155,60,102,47,47
1118,20,3191,4214,5155,60,47,102,47
1118,20,3191,4214,5155,60,47,47,5
1118,20,3191,4214,5155,60,5,47,3
1118,20,3191,4214,5155,60,3,5,26
1118,20,3191,4214,5155,60,26,3,41
1118,20,3191,4214,5155,60,41,26,43
1118,20,3191,4214,5155,60,43,41,7
1118,20,3191,4214,5155,60,7,43,7
1118,20,3191,4214,5155,60,7,7,6
1118,20,3191,4214,5155,60,6,7,7
1118,20,3191,4214,5155,60,7,6,6
1118,20,3191,4214,5155,60,6,7,6
1118,20,3191,4214,5155,60,6,6,7
1118,20,3191,4214,5155,60,7,6,4
1118,20,3191,4214,5155,60,4,7,7
1118,20,3191,4214,5155,60,7,4,6
1118,20,3191,4214,5155,60,6,7,3
1118,20,3191,4214,5155,60,3,6,44
1118,20,3191,4214,5155,60,44,3,7
1118,20,3191,4214,5155,60,7,44,6
1118,20,3191,4214,5155,60,6,7,3
1118,20,3191,4214,5155,60,3,6,7
1118,20,3191,4214,5155,60,7,3,44
1118,20,3191,4214,5155,60,44,7,4
1118,20,3191,4214,5155,60,4,44,7
1118,20,3191,4214,5155,60,7,4,6
143,20,3192,4215,5156,60,0,0,1
120,215,324,412,512,60,0,0,41
120,215,324,412,512,60,41,0,41
120,215,324,412,512,60,41,41,61
120,215,324,412,512,60,61,41,61
120,215,324,412,512,60,61,61,41
120,215,324,412,512,60,41,61,3
120,215,324,412,512,60,3,41,61
120,215,324,412,512,60,61,3,60
120,215,324,412,512,60,60,61,61
120,215,324,412,512,60,61,60,62
120,215,324,412,512,60,62,61,61
120,215,324,412,512,60,61,62,62
120,215,324,412,512,60,62,61,61
120,215,324,412,512,60,61,62,61
120,215,324,412,512,60,61,61,61
120,215,324,412,512,60,61,61,60
120,215,324,412,512,60,60,61,61
120,215,324,412,512,60,61,60,61
120,215,324,412,512,60,61,61,41
120,215,324,412,512,60,41,61,41
120,215,324,412,512,60,41,41,6
120,215,324,412,512,60,6,41,7
120,215,324,412,512,60,7,6,4
120,215,324,412,512,60,4,7,43
120,215,324,412,512,60,43,4,41
120,215,324,412,512,60,41,43,41
120,215,324,412,512,60,41,41,41
120,215,324,412,512,60,41,41,104
120,215,324,412,512,60,104,41,61
120,215,324,412,512,60,61,104,3
120,215,324,412,512,60,3,61,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,61
120,215,324,412,512,60,61,3,41
120,215,324,412,512,60,41,61,62
120,215,324,412,512,60,62,41,3
120,215,324,412,512,60,3,62,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,61
120,215,324,412,512,60,61,3,3
120,215,324,412,512,60,3,61,61
120,215,324,412,512,60,61,3,41
120,215,324,412,512,60,41,61,41
120,215,324,412,512,60,41,41,41
120,215,324,412,512,60,41,41,61
120,215,324,412,512,60,61,41,61
120,215,324,412,512,60,61,61,62
120,215,324,412,512,60,62,61,60
120,215,324,412,512,60,60,62,61
120,215,324,412,512,60,61,60,62
120,215,324,412,512,60,62,61,61
120,215,324,412,512,60,61,62,62
120,215,324,412,512,60,62,61,41
120,215,324,412,512,60,41,62,61
120,215,324,412,512,60,61,41,3
120,215,324,412,512,60,3,61,63
120,215,324,412,512,60,63,3,61
120,215,324,412,512,60,61,63,60
120,215,324,412,512,60,60,61,61
120,215,324,412,512,60,61,60,63
120,215,324,412,512,60,63,61,63
120,215,324,412,512,60,63,63,61
120,215,324,412,512,60,61,63,3
120,215,324,412,512,60,3,61,62
120,215,324,412,512,60,62,3,61
120,215,324,412,512,60,61,62,3
120,215,324,412,512,60,3,61,41
120,215,324,412,512,60,41,3,41
120,215,324,412,512,60,41,41,41
120,215,324,412,512,60,41,41,3
120,215,324,412,512,60,3,41,145
120,215,324,412,512,60,145,3,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,145
120,215,324,412,512,60,145,145,4
120,215,324,412,512,60,4,145,61
120,215,324,412,512,60,61,4,3
120,215,324,412,512,60,3,61,7
120,215,324,412,512,60,7,3,5
120,215,324,412,512,60,5,7,5
120,215,324,412,512,60,5,5,3
120,215,324,412,512,60,3,5,5
120,215,324,412,512,60,5,3,3
120,215,324,412,512,60,3,5,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,26
120,215,324,412,512,60,26,3,3
120,215,324,412,512,60,3,26,36
120,215,324,412,512,60,36,3,5
120,215,324,412,512,60,5,36,3
120,215,324,412,512,60,3,5,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,3
120,215,324,412,512,60,3,3,60
120,215,324,412,512,60,60,3,61
120,215,324,412,512,60,61,60,62
120,215,324,412,512,60,62,61,61
120,215,324,412,512,60,61,62,7
120,215,324,412,512,60,7,61,6
120,215,324,412,512,60,6,7,7
120,215,324,412,512,60,7,6,61
120,215,324,412,512,60,61,7,26
120,215,324,412,512,60,26,61,36
120,215,324,412,512,60,36,26,61
120,215,324,412,512,60,61,36,26
120,215,324,412,512,60,26,61,26
120,215,324,412,512,60,26,26,61
120,215,324,412,512,60,61,26,26
120,215,324,412,512,60,26,61,62
120,215,324,412,512,60,62,26,26
120,215,324,412,512,60,26,62,61
120,215,324,412,512,60,61,26,62
120,215,324,412,512,60,62,61,61
120,215,324,412,512,60,61,62,61
120,215,324,412,512,60,61,61,62
120,215,324,412,512,60,62,61,61
120,215,324,412,512,60,61,62,61
120,215,324,412,512,60,61,61,35
120,215,324,412,512,60,35,61,61
120,215,324,412,512,60,61,35,3
120,215,324,412,512,60,3,61,26
120,215,324,412,512,60,26,3,26
120,215,324,412,512,60,26,26,26
120,215,324,412,512,60,26,26,36
120,215,324,412,512,60,36,26,3
120,215,324,412,512,60,3,36,26
120,215,324,412,512,60,26,3,61
120,215,324,412,512,60,61,26,35
120,215,324,412,512,60,35,61,61
120,215,324,412,512,60,61,35,3
120,215,324,412,512,60,3,61,3
120,215,324,412,512,60,3,3,4
120,215,324,412,512,60,4,3,3
120,215,324,412,512,60,3,4,5
120,215,324,412,512,60,5,3,3
120,215,324,412,512,60,3,5,61
120,215,324,412,512,60,61,3,61
120,215,324,412,512,60,61,61,61
120,215,324,412,512,60,61,61,5
120,215,324,412,512,60,5,61,5
120,215,324,412,512,60,5,5,36
120,215,324,412,512,60,36,5,36
120,215,324,412,512,60,36,36,36
120,215,324,412,512,60,36,36,26
120,215,324,412,512,60,26,36,7
120,215,324,412,512,60,7,26,3
120,215,324,412,512,60,3,7,3
120,215,324,412,512,60,3,3,26
120,215,324,412,512,60,26,3,7
120,215,324,412,512,60,7,26,6
120,215,324,412,512,60,6,7,3
120,215,324,412,512,60,3,6,7
120,215,324,412,512,60,7,3,6
120,215,324,412,512,60,6,7,7
120,215,324,412,512,60,7,6,26
120,215,324,412,512,60,26,7,47
120,215,324,412,512,60,47,26,36
120,215,324,412,512,60,36,47,61
120,215,324,412,512,60,61,36,36
120,215,324,412,512,60,36,61,7
120,215,324,412,512,60,7,36,6
120,215,324,412,512,60,6,7,7
120,215,324,412,512,60,7,6,43
120,215,324,412,512,60,43,7,42
120,215,324,412,512,60,42,43,61
120,215,324,412,512,60,61,42,4
120,215,324,412,512,60,4,61,7
120,215,324,412,512,60,7,4,4
120,215,324,412,512,60,4,7,6
120,215,324,412,512,60,6,4,7
120,215,324,412,512,60,7,6,102
120,215,324,412,512,60,102,7,7
120,215,324,412,512,60,7,102,47
120,215,324,412,512,60,47,7,36
120,215,324,412,512,60,36,47,42
120,215,324,412,512,60,42,36,7
120,215,324,412,512,60,7,42,6
120,215,324,412,512,60,6,7,43
120,215,324,412,512,60,43,6,6
120,215,324,412,512,60,6,43,7
120,215,324,412,512,60,7,6,47
120,215,324,412,512,60,47,7,102
120,215,324,412,512,60,102,47,6
120,215,324,412,512,60,6,102,7
120,215,324,412,512,60,7,6,42
19,20,3193,4216,5157,60,0,0,16
19,20,3193,4216,5157,60,16,0,37
19,20,3193,4216,5157,60,37,16,37
19,20,3193,4216,5157,60,37,37,16
19,20,3193,4216,5157,60,16,37,54
19,20,3193,4216,5157,60,54,16,55
19,20,3193,4216,5157,60,55,54,51
19,20,3193,4216,5157,60,51,55,41
19,20,3193,4216,5157,60,41,51,48
19,20,3193,4216,5157,60,48,41,37
19,20,3193,4216,5157,60,37,48,1
19,20,3193,4216,5157,60,1,37,2
19,20,3193,4216,5157,60,2,1,78
19,20,3193,4216,5157,60,78,2,137
19,20,3193,4216,5157,60,137,78,34
19,20,3193,4216,5157,60,34,137,78
143,20,3194,4217,5158,60,0,0,1
1118,20,3195,4218,522,60,0,0,2
1118,20,3195,4218,522,60,2,0,1
1118,20,3195,4218,522,60,1,2,59
1118,20,3195,4218,522,60,59,1,59
1118,20,3195,4218,522,60,59,59,59
1118,20,3195,4218,522,60,59,59,59
1118,20,3195,4218,522,60,59,59,59
1118,20,3195,4218,522,60,59,59,59
1118,20,3195,4218,522,60,59,59,59
1118,20,3195,4218,522,60,59,59,59
1118,20,3195,4218,522,60,59,59,59
1118,20,3195,4218,522,60,59,59,64
1118,20,3195,4218,522,60,64,59,3
1118,20,3195,4218,522,60,3,64,66
1118,20,3195,4218,522,60,66,3,65
1118,20,3195,4218,522,60,65,66,65
1118,20,3195,4218,522,60,65,65,66
1118,20,3195,4218,522,60,66,65,66
1118,20,3195,4218,522,60,66,66,105
1118,20,3195,4218,522,60,105,66,66
1118,20,3195,4218,522,60,66,105,8
1118,20,3195,4218,522,60,8,66,31
1118,20,3195,4218,522,60,31,8,110
1118,20,3195,4218,522,60,110,31,133
1118,20,3195,4218,522,60,133,110,66
1118,20,3195,4218,522,60,66,133,66
1118,20,3195,4218,522,60,66,66,133
1118,20,3195,4218,522,60,133,66,66
1118,20,3195,4218,522,60,66,133,66
1118,20,3195,4218,522,60,66,66,133
1118,20,3195,4218,522,60,133,66,66
1118,20,3195,4218,522,60,66,133,66
1118,20,3195,4218,522,60,66,66,8
1118,20,3195,4218,522,60,8,66,133
1118,20,3195,4218,522,60,133,8,133
1118,20,3195,4218,522,60,133,133,7
1118,20,3195,4218,522,60,7,133,4
1118,20,3195,4218,522,60,4,7,6
1118,20,3195,4218,522,60,6,4,7
